EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
ALREK BUSINESS SOLUTIONS INC,ALM QC ADMINISTRATOR,85340,"HOUSTON, TX",07/16/2015,07/16/2015,CERTIFIED
WEATHERFORD INTERNATIONAL INC,ALOA - ARTIFICIAL LIFT OPTIMIZATION ANALYST,65000,"HOUSTON, TX",03/15/2013,09/14/2013,CERTIFIED
CHEVRON CORPORATION,AMERICAS REGION HR COORDINATOR/BUSINESS PARTNER,138300,"HOUSTON, TX",04/25/2013,05/01/2013,CERTIFIED
WOOD MACKENZIE INC,"AMERICAS, HEAD OF MINING CONSULTING",140000,"HOUSTON, TX",02/13/2013,08/15/2013,CERTIFIED
PROPLANT INC,AMMONIA PLANT OPERATIONS & COMMISSIONING MANAGER,120000,"HOUSTON, TX",03/12/2014,09/11/2014,CERTIFIED
GORHAM EXPORT PACKING LLC,AMMONIA PROJECT MANAGER,100000,"HOUSTON, TX",02/27/2014,08/27/2014,CERTIFIED
BAKER HUGHES INCORPORATED,AMO ENGINEER I,70000,"HOUSTON, TX",03/07/2013,09/04/2013,CERTIFIED
BAKER HUGHES INCORPORATED,AMO ENGINEER III,83469,"HOUSTON, TX",05/15/2015,09/12/2015,CERTIFIED
BAKER HUGHES INCORPORATED,AMO SR MANAGER I- LATIN AMERICA,139100,"HOUSTON, TX",04/08/2014,08/11/2014,CERTIFIED
BAKER HUGHES INCORPORATED,AMO SR. MANAGER - LATIN AMERICA,147305,"HOUSTON, TX",10/29/2014,02/03/2015,CERTIFIED
TESCO CORPORATION (US),AMSS PRODUCTION SCHEDULER / PLANNER,60000,"HOUSTON, TX",03/04/2013,08/30/2013,CERTIFIED
TESCO CORPORATION (US),AMSS PRODUCTION SCHEDULER / PLANNER,62400,"HOUSTON, TX",06/19/2013,10/01/2013,CERTIFIED
GYRODATA INC,ANALOG ENGINEER,72653,"HOUSTON, TX",04/21/2014,09/01/2014,CERTIFIED
VALERUS FIELD SOLUTIONS LP,ANALYSIS TEAM MANAGER,115000,"HOUSTON, TX",01/10/2014,01/15/2014,CERTIFIED
MCKINSEY & COMPANY INC UNITED STATES,ANALYST,95580,"HOUSTON, TX",07/22/2014,09/30/2014,CERTIFIED
JONES LANG LASALLE AMERICAS INC,ANALYST,40000,"HOUSTON, TX",02/13/2013,08/15/2013,CERTIFIED
ALLCONNECT INC,ANALYST,49440,"HOUSTON, TX",12/16/2013,12/16/2013,CERTIFIED
NATIONAL OILWELL VARCO LP,ANALYST,52000,"HOUSTON, TX",12/17/2014,12/22/2014,CERTIFIED
NATIONAL OILWELL VARCO LP,ANALYST,52000,"HOUSTON, TX",03/24/2014,09/20/2014,CERTIFIED
STOUT RISIUS ROSS INC,ANALYST,55000,"HOUSTON, TX",11/30/2012,01/07/2013,CERTIFIED
RENEGADE CAPITAL GP LLC,ANALYST,55000,"HOUSTON, TX",03/12/2013,09/01/2013,CERTIFIED
JEFFERIES LLC,ANALYST,55952,"HOUSTON, TX",01/29/2014,07/22/2014,CERTIFIED
RECKITT BENCKISER LLC,ANALYST,56100,"HOUSTON, TX",02/19/2014,08/13/2014,CERTIFIED
JONES LANG LASALLE AMERICAS INC,ANALYST,60000,"HOUSTON, TX",02/09/2015,08/09/2015,CERTIFIED
JONES LANG LASALLE AMERICAS INC,ANALYST,60000,"HOUSTON, TX",02/23/2015,08/09/2015,CERTIFIED
CRA INTERNATIONAL INC,ANALYST,60000,"HOUSTON, TX",03/11/2013,09/06/2013,CERTIFIED
CALTON HILL CAPITAL MARKETS LLC,ANALYST,65000,"HOUSTON, TX",03/11/2014,09/09/2014,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,65000,"HOUSTON, TX",10/24/2012,11/01/2012,WITHDRAWN
HIGHRADIUS CORPORATION,ANALYST,65000,"HOUSTON, TX",10/24/2012,11/01/2012,WITHDRAWN
HIGHRADIUS CORPORATION,ANALYST,65000,"HOUSTON, TX",10/24/2012,11/01/2012,WITHDRAWN
HIGHRADIUS CORPORATION,ANALYST,65000,"HOUSTON, TX",10/24/2012,11/01/2012,WITHDRAWN
HIGHRADIUS CORPORATION,ANALYST,65000,"HOUSTON, TX",10/25/2012,11/01/2012,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,65000,"HOUSTON, TX",10/25/2012,11/01/2012,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,65000,"HOUSTON, TX",10/25/2012,11/01/2012,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,65000,"HOUSTON, TX",03/15/2013,09/14/2013,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,65000,"HOUSTON, TX",03/15/2013,09/14/2013,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,65000,"HOUSTON, TX",03/15/2013,09/14/2013,CERTIFIED
JPMORGAN CHASE & CO,ANALYST,70000,"HOUSTON, TX",10/12/2014,10/15/2014,CERTIFIED
MACQUARIE AMERICA SERVICES INC,ANALYST,70000,"HOUSTON, TX",03/03/2015,09/02/2015,CERTIFIED
CREDIT SUISSE SECURITIES (USA) LLC,ANALYST,70000,"HOUSTON, TX",10/30/2013,11/18/2013,CERTIFIED
IHS GLOBAL INC,ANALYST,70000,"HOUSTON, TX",11/19/2013,01/01/2014,CERTIFIED
DEUTSCHE BANK SECURITIES INC,ANALYST,70000,"HOUSTON, TX",02/07/2014,07/31/2014,CERTIFIED
CREDIT SUISSE SECURITIES (USA) LLC,ANALYST,70000,"HOUSTON, TX",03/05/2014,09/03/2014,CERTIFIED
DEUTSCHE BANK SECURITIES INC,ANALYST,70000,"HOUSTON, TX",03/08/2013,09/01/2013,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,70000,"HOUSTON, TX",03/15/2013,09/14/2013,CERTIFIED
PFC ENERGY LLC,ANALYST,70000,"HOUSTON, TX",03/18/2013,09/17/2013,CERTIFIED
ACCENTURE LLP,ANALYST,72000,"HOUSTON, TX",04/21/2015,04/24/2015,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,72000,"HOUSTON, TX",10/24/2012,11/01/2012,WITHDRAWN
HIGHRADIUS CORPORATION,ANALYST,72000,"HOUSTON, TX",10/25/2012,11/01/2012,CERTIFIED
EDF TRADING NORTH AMERICA LLC,ANALYST,72000,"HOUSTON, TX",05/17/2013,10/01/2013,DENIED
EDF TRADING NORTH AMERICA LLC,ANALYST,72000,"HOUSTON, TX",05/20/2013,10/01/2013,CERTIFIED
MERRILL LYNCH,ANALYST,75000,"HOUSTON, TX",02/23/2015,08/18/2015,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,75000,"HOUSTON, TX",03/11/2015,09/10/2015,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,75000,"HOUSTON, TX",03/11/2015,09/10/2015,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,75000,"HOUSTON, TX",03/11/2015,09/10/2015,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,75000,"HOUSTON, TX",03/11/2015,09/10/2015,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,75000,"HOUSTON, TX",03/11/2015,09/10/2015,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,75000,"HOUSTON, TX",04/15/2015,04/27/2015,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,75000,"HOUSTON, TX",01/14/2014,02/03/2014,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,75000,"HOUSTON, TX",03/10/2014,09/09/2014,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,75000,"HOUSTON, TX",03/10/2014,09/09/2014,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,75000,"HOUSTON, TX",03/10/2014,09/09/2014,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,75000,"HOUSTON, TX",03/10/2014,09/09/2014,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,75000,"HOUSTON, TX",03/10/2014,09/09/2014,CERTIFIED
CONOCOPHILLIPS COMPANY,ANALYST,75200,"HOUSTON, TX",10/10/2014,10/10/2014,WITHDRAWN
STRESS ENGINEERING SERVICES INC,ANALYST,78000,"HOUSTON, TX",03/16/2015,09/15/2015,CERTIFIED
STRESS ENGINEERING SERVICES INC,ANALYST,78000,"HOUSTON, TX",02/25/2014,08/25/2014,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,80000,"HOUSTON, TX",03/26/2015,06/20/2015,CERTIFIED
GOLDMAN SACHS & CO,ANALYST,80000,"HOUSTON, TX",03/18/2014,09/01/2014,CERTIFIED
GOLDMAN SACHS & CO,ANALYST,80000,"HOUSTON, TX",03/22/2013,09/15/2013,CERTIFIED
JEFFERIES & COMPANY INC,ANALYST,80000,"HOUSTON, TX",10/21/2010,11/01/2010,WITHDRAWN
MORGAN STANLEY & CO LLC,ANALYST,85000,"HOUSTON, TX",01/14/2015,07/13/2015,WITHDRAWN
HIGHRADIUS CORPORATION,ANALYST,85000,"HOUSTON, TX",07/07/2015,10/01/2015,CERTIFIED
CRONUS TECHNOLOGY INC,ANALYST,85000,"HOUSTON, TX",03/06/2013,08/31/2013,CERTIFIED
STRESS ENGINEERING SERVICES INC,ANALYST,88000,"HOUSTON, TX",03/08/2013,09/07/2013,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,90000,"HOUSTON, TX",07/07/2015,10/01/2015,CERTIFIED
CRONUS TECHNOLOGY INC,ANALYST,90000,"HOUSTON, TX",03/21/2014,09/02/2014,CERTIFIED
HIGHRADIUS CORPORATION,ANALYST,99000,"HOUSTON, TX",05/06/2015,10/01/2015,CERTIFIED
EVERCORE PARTNERS SERVICES EAST LLC,ANALYST,100000,"HOUSTON, TX",06/24/2015,07/13/2015,CERTIFIED
CRONUS TECHNOLOGY INC,ANALYST,108000,"HOUSTON, TX",04/30/2014,10/02/2014,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/03/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,66000,"HOUSTON, TX",02/03/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,66000,"HOUSTON, TX",02/10/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,66000,"HOUSTON, TX",02/16/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,66000,"HOUSTON, TX",03/09/2015,07/01/2015,CERTIFIED
FBR CAPITAL MARKETS & CO,ANALYST (INVESTMENT BANKING),57491,"HOUSTON, TX",11/18/2014,12/05/2014,CERTIFIED
FIRST SOLAR DEVELOPMENT LLC,ANALYST - ASSET MANAGEMENT,57300,"HOUSTON, TX",02/19/2015,08/18/2015,CERTIFIED
INFOSYS LIMITED,ANALYST - BUSINESS CONSULTING,37690,"HOUSTON, TX",03/16/2013,09/09/2013,CERTIFIED
INFOSYS LIMITED,ANALYST - BUSINESS CONSULTING,60000,"HOUSTON, TX",03/28/2013,09/21/2013,CERTIFIED
DECISION STRATEGIES INC,ANALYST - ENERGY STRATEGY,105630,"HOUSTON, TX",04/03/2013,07/01/2013,CERTIFIED
FIRST SOLAR DEVELOPMENT LLC,ANALYST - FINANCIAL,88200,"HOUSTON, TX",02/23/2015,08/24/2015,CERTIFIED
FIRST SOLAR DEVELOPMENT LLC,ANALYST - FINANCIAL,91000,"HOUSTON, TX",03/17/2015,09/14/2015,DENIED
FIRST SOLAR DEVELOPMENT LLC,ANALYST - FINANCIAL,91000,"HOUSTON, TX",03/26/2015,09/14/2015,DENIED
FIRST SOLAR DEVELOPMENT LLC,ANALYST - FINANCIAL,91000,"HOUSTON, TX",03/26/2015,09/14/2015,CERTIFIED
JPMORGAN CHASE & CO,ANALYST - INVESTMENT BANK,55000,"HOUSTON, TX",03/14/2013,09/12/2013,CERTIFIED
INFOSYS LIMITED,ANALYST - KNOWLEDGE SERVICES - US,64905,"HOUSTON, TX",03/06/2015,08/31/2015,CERTIFIED
INFOSYS LIMITED,ANALYST - KNOWLEDGE SERVICES - US,65631,"HOUSTON, TX",02/16/2015,08/11/2015,CERTIFIED
QRI INTERNATIONAL LLC,ANALYST - PETROLEUM ENGINEERING,135000,"HOUSTON, TX",03/06/2014,09/02/2014,CERTIFIED
LIONSTONE PARTNERS LTD,ANALYST - PORTFOLIO MANAGEMENT,57491,"HOUSTON, TX",03/17/2015,09/16/2015,CERTIFIED
FMC TECHNOLOGIES INC,ANALYST - TREASURY OPERATIONS,99050,"HOUSTON, TX",11/07/2014,04/19/2015,CERTIFIED
TRANSOCEAN OFFSHORE DEEPWATER DRILLING INC,ANALYST 1 - ASSET MANAGEMENT,64543,"HOUSTON, TX",05/02/2013,10/01/2013,CERTIFIED
WHITESTONE REIT,ANALYST AND PROGRAM COORDINATOR,37690,"HOUSTON, TX",03/19/2013,09/18/2013,CERTIFIED
KMGP SERVICES COMPANY INC,ANALYST APPLICATION DEVELOPER I,60000,"HOUSTON, TX",03/19/2014,09/18/2014,CERTIFIED
OCCIDENTAL PETROLEUM CORPORATION,ANALYST COST AND PLANNING,114400,"HOUSTON, TX",06/01/2015,06/01/2015,CERTIFIED
ENSCO INTERNATIONAL INCORPORATED,ANALYST II - SYSTEMS,81120,"HOUSTON, TX",01/06/2014,02/01/2014,CERTIFIED
ENSCO INTERNATIONAL INCORPORATED,ANALYST II - SYSTEMS,81120,"HOUSTON, TX",09/04/2014,01/14/2015,CERTIFIED
DYNEGY INC,"ANALYST II, ACCOUNTING",68000,"HOUSTON, TX",02/04/2015,02/20/2015,CERTIFIED
DYNEGY INC,"ANALYST II, ACCOUNTING",68000,"HOUSTON, TX",07/02/2015,07/02/2015,CERTIFIED
ROWAN COMPANIES INC,ANALYST II-MAINTENANCE,120000,"HOUSTON, TX",11/04/2014,11/10/2014,CERTIFIED
ENSCO INTERNATIONAL INCORPORATED,ANALYST II-SYSTEMS,78000,"HOUSTON, TX",07/29/2013,10/01/2013,CERTIFIED
ENSCO INTERNATIONAL INCORPORATED,ANALYST II-SYSTEMS,92000,"HOUSTON, TX",04/29/2013,05/01/2013,CERTIFIED
WESTLAKE CHEMICAL CORPORATION,ANALYST III - FUNCTIONAL,118629,"HOUSTON, TX",04/12/2013,10/01/2013,CERTIFIED
INVENTIV HEALTH CLINICAL SRE LLC,ANALYST OF MARKET MODELING,75920,"HOUSTON, TX",08/25/2014,10/01/2014,CERTIFIED
WESTLAKE CHEMICAL CORPORATION,ANALYST PRINCIPAL - FUNCTIONAL PP,103667,"HOUSTON, TX",07/08/2014,10/01/2014,CERTIFIED
NATIONAL OILWELL VARCO LP,ANALYST PROGRAMMER,89250,"HOUSTON, TX",04/25/2014,10/01/2014,WITHDRAWN
NATIONAL OILWELL VARCO LP,ANALYST PROGRAMMER,89250,"HOUSTON, TX",04/25/2014,10/25/2014,WITHDRAWN
NATIONAL OILWELL VARCO LP,ANALYST PROGRAMMER,89250,"HOUSTON, TX",04/30/2014,10/02/2014,CERTIFIED
DYNEGY INC,ANALYST SR. MARKET FUNDAMENTALS,106170,"HOUSTON, TX",12/15/2014,01/12/2015,CERTIFIED
DYNEGY INC,ANALYST SR. MARKET FUNDAMENTALS,106170,"HOUSTON, TX",07/02/2015,07/02/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/06/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/06/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/10/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/10/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/10/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/10/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/10/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/16/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/16/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/16/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/16/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/16/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/26/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/26/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/26/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",02/26/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,65000,"HOUSTON, TX",03/04/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,66000,"HOUSTON, TX",02/06/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,66000,"HOUSTON, TX",02/26/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,66000,"HOUSTON, TX",02/26/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,66000,"HOUSTON, TX",02/26/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,66000,"HOUSTON, TX",02/27/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,66000,"HOUSTON, TX",03/20/2015,07/01/2015,CERTIFIED
TATA CONSULTANCY SERVICES LIMITED,ANALYST TESTING,66000,"HOUSTON, TX",03/20/2015,07/01/2015,CERTIFIED
AMERICAN GENERAL LIFE INSURANCE COMPANY,"ANALYST, ACTUARIAL",75566,"HOUSTON, TX",03/10/2015,09/06/2015,CERTIFIED
AMERICAN GENERAL LIFE INSURANCE COMPANY,"ANALYST, ACTUARIAL",75566,"HOUSTON, TX",03/11/2015,09/09/2015,CERTIFIED
BAYLOR COLLEGE OF MEDICINE,"ANALYST, BIOINFORMATICS II",62370,"HOUSTON, TX",05/09/2014,07/01/2014,CERTIFIED
CALPINE CORPORATION,"ANALYST, COMMERCIAL ANALYTICS",74600,"HOUSTON, TX",06/26/2014,10/02/2014,CERTIFIED
BARCLAYS SERVICES CORP,"ANALYST, COMMODITIES PRODUCT CONTROL",57250,"HOUSTON, TX",09/11/2013,10/01/2013,CERTIFIED
AIG ENTERPRISE SERVICES LLC,"ANALYST, FINANCE",57500,"HOUSTON, TX",03/05/2015,08/31/2015,CERTIFIED
AIG ENTERPRISE SERVICES LLC,"ANALYST, FINANCE",57500,"HOUSTON, TX",03/13/2014,09/09/2014,CERTIFIED
AGL SERVICES COMPANY,"ANALYST, GAS ACCOUNTING",54929,"HOUSTON, TX",03/06/2014,09/01/2014,CERTIFIED
AGL SERVICES COMPANY,"ANALYST, GAS ACCOUNTING",55000,"HOUSTON, TX",03/03/2014,09/01/2014,CERTIFIED
AGL SERVICES COMPANY,"ANALYST, GAS ACCOUNTING",55000,"HOUSTON, TX",03/06/2014,09/01/2014,CERTIFIED
CONOCOPHILLIPS COMPANY,"ANALYST, GEOSPATIAL APPLICATION SUPPORT",94224,"HOUSTON, TX",05/19/2014,05/27/2014,CERTIFIED
BARCLAYS SERVICES CORP,"ANALYST, GLOBAL TECHNOLOGY",80000,"HOUSTON, TX",03/01/2013,08/24/2013,CERTIFIED
QRI INTERNATIONAL LLC,"ANALYST, INNOVATION",100000,"HOUSTON, TX",03/10/2014,09/01/2014,CERTIFIED
QRI INTERNATIONAL LLC,"ANALYST, INNOVATION",103000,"HOUSTON, TX",03/06/2014,09/01/2014,CERTIFIED
CONOCOPHILLIPS COMPANY,"ANALYST, INTEGRATION ADMINISTRATOR",116126,"HOUSTON, TX",05/07/2014,05/10/2014,CERTIFIED
UBS SECURITIES LLC,"ANALYST, INVESTMENT BANKING DEPARTMENT",51000,"HOUSTON, TX",04/01/2013,09/01/2013,CERTIFIED
UBS SECURITIES LLC,"ANALYST, INVESTMENT BANKING DEPARTMENT",67500,"HOUSTON, TX",02/25/2014,07/31/2014,CERTIFIED
JPMORGAN CHASE & CO,"ANALYST, INVESTMENT BANKING TECHNOLOGY",70000,"HOUSTON, TX",02/18/2015,08/12/2015,CERTIFIED
WOOD MACKENZIE INC,"ANALYST, LATIN AMERICA UPSTREAM RESEARCH",52000,"HOUSTON, TX",02/25/2014,08/24/2014,CERTIFIED
WOOD MACKENZIE INC,"ANALYST, LATIN AMERICA UPSTREAM RESEARCH",52000,"HOUSTON, TX",02/25/2014,08/24/2014,CERTIFIED
WOOD MACKENZIE INC,"ANALYST, LATIN AMERICA UPSTREAM RESEARCH",60000,"HOUSTON, TX",02/18/2015,08/17/2015,CERTIFIED
QUANTUM RESERVOIR IMPACT LLC,"ANALYST, MATHEMATICS",80000,"HOUSTON, TX",03/29/2013,09/25/2013,CERTIFIED
QUANTUM RESERVOIR IMPACT LLC,"ANALYST, MATHEMATICS",80000,"HOUSTON, TX",06/11/2013,12/10/2013,CERTIFIED
WOOD MACKENZIE INC,"ANALYST, NGL N. AMERICAN GAS",45000,"HOUSTON, TX",04/23/2013,09/10/2013,DENIED
WOOD MACKENZIE INC,"ANALYST, NGL N. AMERICAN GAS",45000,"HOUSTON, TX",04/24/2013,09/10/2013,CERTIFIED
WOOD MACKENZIE INC,"ANALYST, NORTH AMERICAN GAS",52000,"HOUSTON, TX",02/25/2014,08/24/2014,CERTIFIED
QUANTUM RESERVOIR IMPACT LLC,"ANALYST, PETROLEUM ENGINEERING",117000,"HOUSTON, TX",04/19/2013,10/01/2013,CERTIFIED
QRI INTERNATIONAL LLC,"ANALYST, PETROLEUM ENGINEERING",125000,"HOUSTON, TX",03/03/2015,08/29/2015,CERTIFIED
QRI INTERNATIONAL LLC,"ANALYST, PETROLEUM ENGINEERING",130000,"HOUSTON, TX",03/19/2014,09/02/2014,CERTIFIED
QRI INTERNATIONAL LLC,"ANALYST, PETROLEUM ENGINEERING",134000,"HOUSTON, TX",03/03/2015,08/29/2015,CERTIFIED
QUANTUM RESERVOIR IMPACT LLC,"ANALYST, PETROLEUM ENGINEERING",150000,"HOUSTON, TX",06/10/2013,07/08/2013,CERTIFIED
QUANTUM RESERVOIR IMPACT LLC,"ANALYST, PETROLEUM ENGINEERING",150000,"HOUSTON, TX",06/13/2013,07/08/2013,CERTIFIED
TOSHIBA INTERNATIONAL CORPORATION,"ANALYST, PROGRAMMER I",60736,"HOUSTON, TX",03/25/2014,09/24/2014,CERTIFIED
TOSHIBA INTERNATIONAL CORPORATION,"ANALYST, PROGRAMMER I",60736,"HOUSTON, TX",03/25/2014,09/24/2014,CERTIFIED
VETCO GRAY INC,"ANALYST, PROJECT MANAGEMENT",77500,"HOUSTON, TX",01/26/2015,07/01/2015,CERTIFIED
TECHNIP USA INC,"ANALYST, QUALITY SYSTEMS",74000,"HOUSTON, TX",03/21/2014,09/20/2014,CERTIFIED
COMMONWEALTH BANK OF AUSTRALIA,"ANALYST, RESERVE BASED LENDING",73000,"HOUSTON, TX",02/13/2014,03/10/2014,CERTIFIED
COMMONWEALTH BANK OF AUSTRALIA NEW YORK BRANCH,"ANALYST, RESERVE BASED LENDING AMERICAS",100000,"HOUSTON, TX",02/23/2015,05/01/2015,CERTIFIED
COMMONWEALTH BANK OF AUSTRALIA NEW YORK BRANCH,"ANALYST, RESERVE BASED LENDING AMERICAS",100000,"HOUSTON, TX",04/18/2013,05/01/2013,CERTIFIED
QUANTUM RESERVOIR IMPACT LLC,"ANALYST, RESERVOIR CHARACTERIZATION",150000,"HOUSTON, TX",04/03/2013,10/01/2013,CERTIFIED
QUANTUM RESERVOIR IMPACT LLC,"ANALYST, RESERVOIR ENGINEERING",86778,"HOUSTON, TX",03/28/2013,04/16/2013,CERTIFIED
JUST ENERGY (US) CORP,"ANALYST, RESTRUCTURING",54475,"HOUSTON, TX",03/02/2015,08/31/2015,WITHDRAWN
PHILLIPS 66 COMPANY,"ANALYST, RISK PRICING",75200,"HOUSTON, TX",04/29/2014,10/01/2014,CERTIFIED
QRI INTERNATIONAL LLC,"ANALYST, STATISTICIAN",100000,"HOUSTON, TX",04/25/2014,10/01/2014,CERTIFIED
JUST ENERGY (US) CORP,"ANALYST, STRUCTURING",54475,"HOUSTON, TX",03/05/2015,09/03/2015,CERTIFIED
AMERICAN GENERAL LIFE INSURANCE COMPANY,"ANALYST, TECHNOLOGY",68000,"HOUSTON, TX",03/02/2015,08/26/2015,CERTIFIED
AMERICAN GENERAL LIFE INSURANCE COMPANY,"ANALYST, TECHNOLOGY",68000,"HOUSTON, TX",03/11/2015,09/08/2015,CERTIFIED
WOOD MACKENZIE INC,"ANALYST, UNCONVENTIONAL PLAY SERVICE (UPS)",52000,"HOUSTON, TX",02/25/2014,08/24/2014,CERTIFIED
WOOD MACKENZIE INC,"ANALYST, UPSTREAM SUPPLY",52000,"HOUSTON, TX",02/25/2014,08/24/2014,CERTIFIED
KINDER MORGAN INC,ANALYST-APPLICATION DEVELOPMENT ASSOCIATE,65100,"HOUSTON, TX",02/17/2015,08/18/2015,CERTIFIED
DELOITTE FINANCIAL ADVISORY SERVICES LLP,ANALYTIC & FORENSIC TECHNOLOGY ASSOCIATE,75000,"HOUSTON, TX",03/25/2013,09/20/2013,CERTIFIED
DELOITTE FINANCIAL ADVISORY SERVICES LLP,ANALYTIC & FORENSIC TECHNOLOGY SENIOR ASSOCIATE,85000,"HOUSTON, TX",06/21/2013,07/01/2013,CERTIFIED
DELOITTE FINANCIAL ADVISORY SERVICES LLP,ANALYTIC AND FORENSIC TECHNOLOGY ASSOCIATE,60000,"HOUSTON, TX",03/20/2013,09/10/2013,CERTIFIED
DELOITTE FINANCIAL ADVISORY SERVICES LLP,ANALYTIC AND FORENSIC TECHNOLOGY ASSOCIATE,60000,"HOUSTON, TX",03/20/2013,09/08/2013,CERTIFIED
IRONMAN METALS LLC,ANALYTIC CHEMIST,49640,"HOUSTON, TX",03/25/2013,09/20/2013,CERTIFIED
IBM CORPORATION,ANALYTICAL CONSULTANT,81869,"HOUSTON, TX",12/12/2014,04/12/2015,CERTIFIED
ENAXIS CONSULTING LP,ANALYTICAL STRATEGIST,65000,"HOUSTON, TX",10/30/2012,10/31/2012,CERTIFIED
ENAXIS CONSULTING LP,ANALYTICAL STRATEGIST,70000,"HOUSTON, TX",03/07/2014,09/06/2014,CERTIFIED
ENAXIS CONSULTING LP,ANALYTICAL STRATEGIST,75000,"HOUSTON, TX",03/07/2014,09/06/2014,CERTIFIED
ENAXIS CONSULTING LP,ANALYTICAL STRATEGIST,100000,"HOUSTON, TX",03/31/2015,09/07/2015,CERTIFIED
ENAXIS CONSULTING LP,ANALYTICAL STRATEGIST,100000,"HOUSTON, TX",08/19/2015,09/07/2015,CERTIFIED
